# # Flare and landing file
# # 0       : time
# # 1,2,3   : body rates: p  q  r
# # 4,5,6   : attitude: angles phi, theta, psi
# # 7,8,9   : position: altitude, x, y
# # 10      : lateral stick
# # 11      : fwd stick
# # 12      : rudder
1.000000e-02 4.220038e-04 -8.265917e-05 -1.437706e-04 2.090344e-06 2.486698e-02 -7.197162e-07 1.099976e+02 -1.576853e+03 4.885200e-07 7.524631e-04 1.540762e-03 0.000000e+00
2.000000e-02 8.502126e-04 -1.792238e-04 -2.825049e-04 8.415553e-06 2.486567e-02 -2.850647e-06 1.099625e+02 -1.576350e+03 1.967339e-06 7.541651e-04 1.549842e-03 0.000000e+00
3.000000e-02 1.263642e-03 -2.887506e-04 -4.142363e-04 1.891493e-05 2.486333e-02 -6.334560e-06 1.099274e+02 -1.575847e+03 4.448911e-06 7.595619e-04 1.558988e-03 0.000000e+00
4.000000e-02 1.650559e-03 -4.004992e-04 -5.362927e-04 3.338366e-05 2.485989e-02 -1.108810e-05 1.098923e+02 -1.575344e+03 7.934517e-06 7.647806e-04 1.567773e-03 0.000000e+00
5.000000e-02 2.011988e-03 -4.988476e-04 -6.481389e-04 5.156397e-05 2.485540e-02 -1.701184e-05 1.098572e+02 -1.574842e+03 1.242127e-05 7.737602e-04 1.576228e-03 0.000000e+00
6.000000e-02 2.349994e-03 -5.737575e-04 -7.506983e-04 7.321383e-05 2.485003e-02 -2.400827e-05 1.098222e+02 -1.574339e+03 1.789986e-05 7.823437e-04 1.584294e-03 0.000000e+00
7.000000e-02 2.658460e-03 -6.238997e-04 -8.454584e-04 9.807065e-05 2.484405e-02 -3.199195e-05 1.097871e+02 -1.573836e+03 2.435040e-05 7.933244e-04 1.591134e-03 0.000000e+00
8.000000e-02 2.922450e-03 -6.488708e-04 -9.311033e-04 1.257664e-04 2.483769e-02 -4.087827e-05 1.097521e+02 -1.573333e+03 3.174044e-05 7.980545e-04 1.596657e-03 0.000000e+00
9.000000e-02 3.137917e-03 -6.531744e-04 -1.003338e-03 1.558385e-04 2.483118e-02 -5.055461e-05 1.097171e+02 -1.572830e+03 4.002861e-05 7.995706e-04 1.601360e-03 0.000000e+00
1.000000e-01 3.294728e-03 -6.556598e-04 -1.057798e-03 1.877548e-04 2.482464e-02 -6.086496e-05 1.096822e+02 -1.572327e+03 4.918136e-05 8.001716e-04 1.604675e-03 0.000000e+00
1.100000e-01 3.389685e-03 -6.694822e-04 -1.090731e-03 2.209174e-04 2.481802e-02 -7.161277e-05 1.096472e+02 -1.571824e+03 5.918478e-05 8.039119e-04 1.602989e-03 0.000000e+00
1.200000e-01 3.419732e-03 -7.013853e-04 -1.102708e-03 2.546976e-04 2.481116e-02 -8.258557e-05 1.096123e+02 -1.571321e+03 7.004869e-05 8.073299e-04 1.596843e-03 0.000000e+00
1.300000e-01 3.369620e-03 -7.422075e-04 -1.097177e-03 2.883747e-04 2.480395e-02 -9.359103e-05 1.095774e+02 -1.570818e+03 8.180553e-05 8.139890e-04 1.583139e-03 0.000000e+00
1.400000e-01 3.222300e-03 -7.858202e-04 -1.078903e-03 3.210656e-04 2.479631e-02 -1.044779e-04 1.095425e+02 -1.570315e+03 9.450460e-05 8.185026e-04 1.566948e-03 0.000000e+00
1.500000e-01 2.981029e-03 -8.370797e-04 -1.052608e-03 3.518165e-04 2.478820e-02 -1.151425e-04 1.095076e+02 -1.569812e+03 1.082127e-04 8.221233e-04 1.551090e-03 0.000000e+00
1.600000e-01 2.646269e-03 -9.011459e-04 -1.023901e-03 3.796917e-04 2.477951e-02 -1.255327e-04 1.094728e+02 -1.569310e+03 1.230056e-04 8.258700e-04 1.544033e-03 0.000000e+00
1.700000e-01 2.212280e-03 -9.738857e-04 -9.979078e-04 4.037276e-04 2.477014e-02 -1.356500e-04 1.094380e+02 -1.568807e+03 1.389478e-04 8.313564e-04 1.548308e-03 0.000000e+00
1.800000e-01 1.688275e-03 -1.050314e-03 -9.767777e-04 4.229771e-04 2.476002e-02 -1.455324e-04 1.094032e+02 -1.568304e+03 1.560940e-04 8.369301e-04 1.564456e-03 0.000000e+00
